1229212714284,53,Suède
1229212714747,66,Corée du Sud
1229212717354,56,Suisse
1229212719676,71,Afrique du Sud
1229212719897,31,Russie
1229212720320,57,Angleterre
1229212721065,47,Russie
1229212721727,89,Inde
1229212725704,23,Angleterre
1229212728419,28,Portugal
1229212731641,42,Autriche
1229212732947,96,Irlande
1229212734823,2,Finlande
1229212738382,34,Espagne
1229212741706,20,Irlande
1229212744133,92,Italie
1229212745316,3,Argentine
1229212746061,87,Pakistan
1229212746492,68,Russie
1229212747969,37,Suisse
1229212750354,39,Etats-Unis
1229212752818,52,Chine
1229212753152,43,Argentine
1229212754375,17,Pays-Bas
1229212756205,59,Chine
1229212758212,97,Portugal
1229212760258,68,Maroc
1229212762922,6,Portugal
1229212766665,85,Angleterre
1229212769073,57,Suède
1229212770046,14,Angleterre
1229212771614,61,Gabon
1229212774955,36,Algérie
1229212778927,41,Angleterre
1229212782557,25,Espagne
1229212782758,33,Corée du Sud
1229212783337,16,Tunisie
1229212786912,11,Iran
1229212787349,59,Pays-Bas
1229212790608,6,Belgique
1229212793231,91,Pakistan
1229212795999,10,Suède
1229212797686,23,Belgique
1229212800276,49,Corée du Sud
1229212803120,20,Gabon
1229212803255,34,Hollande
1229212804064,45,Espagne
1229212806882,7,Corée du Sud
1229212807362,41,Pérou
1229212807458,26,Algérie
1229212808956,37,Japon
1229212811534,70,Russie
1229212812339,95,Argentine
1229212812391,89,Irlande
1229212813502,2,Corée du Sud
1229212815405,87,Italie
1229212816507,97,Pays-Bas
1229212816947,98,Belgique
1229212820373,70,Maroc
1229212822774,13,Egypte
1229212824678,63,Inde
1229212826243,48,Hollande
1229212829594,11,Irlande
1229212830505,76,Allemagne
1229212833676,95,Argentine
1229212835019,15,Espagne
1229212835279,97,Autriche
1229212835654,24,Irlande
1229212839634,10,Pérou
1229212842068,17,Inde
1229212843167,43,Pérou
1229212846272,68,Pays-Bas
1229212850096,55,Brésil
1229212852143,17,Argentine
1229212854093,37,Afrique du Sud
1229212856610,26,Maroc
1229212860609,64,Portugal
1229212861510,15,Portugal
1229212863269,25,Autriche
1229212865114,20,Afrique du Sud
1229212867452,11,Pakistan
1229212869790,5,Finlande
1229212870968,74,Angleterre
1229212871909,70,Iran
1229212873551,34,Tunisie
1229212876696,41,Inde
1229212878784,46,Pays-Bas
1229212882510,40,Iran
1229212883629,91,Italie
1229212885508,99,Autriche
1229212887886,51,Angleterre
1229212891216,3,Japon
1229212894394,45,Gabon
1229212896049,70,Allemagne
1229212898104,68,Hollande
1229212901753,87,Brésil
1229212905697,55,Pérou
1229212905965,63,Autriche
1229212908921,87,Egypte
1229212910402,63,Pays-Bas
1229212911190,28,Argentine
1229212912842,70,Japon
1229212913200,71,Suède
1229212915748,71,Finlande
1229212917339,50,Tunisie
1229212917453,22,Autriche
1229212918867,41,Finlande
1229212921982,68,Portugal
1229212924309,76,Chine
1229212927458,20,Pakistan
1229212930299,75,France
1229212931931,85,Corée du Sud
1229212934140,78,Belgique
1229212935256,40,Allemagne
1229212937186,4,Inde
1229212940291,72,Russie
1229212944192,46,Suède
1229212946316,4,Finlande
1229212947529,92,Irlande
1229212948985,59,Portugal
1229212952142,29,Portugal
1229212953935,62,Tunisie
1229212954657,44,Maroc
1229212956184,3,Allemagne
1229212959424,5,Gabon
1229212959456,42,Algérie
1229212962011,30,Hollande
1229212962459,28,Corée du Sud
1229212965844,31,Pérou
1229212968330,93,Hollande
1229212970477,55,Etats-Unis
1229212972855,16,Corée du Sud
1229212975343,74,Chine
1229212975465,4,Brésil
1229212977613,54,Portugal
1229212980909,73,Inde
1229212984703,66,Algérie
1229212985973,48,Gabon
1229212986209,61,Afrique du Sud
1229212989100,29,Iran
1229212991982,90,Angleterre
1229212995481,50,Autriche
1229212995598,8,Espagne
1229212996317,69,Argentine
1229212997176,89,Belgique
1229212999442,44,France
1229213002680,2,Espagne
1229213003795,98,Finlande
1229213006283,84,Japon
1229213010259,84,Tunisie
1229213014117,0,Argentine
1229213016422,5,Autriche
1229213017105,50,Maroc
1229213017619,61,Argentine
1229213018823,0,Angleterre
1229213022452,20,Corée du Sud
1229213026138,78,Tunisie
1229213026752,20,Irlande
1229213027725,22,Corée du Sud
1229213029287,23,Allemagne
1229213030617,77,Argentine
1229213032580,69,Etats-Unis
1229213034472,69,Pérou
1229213036687,61,Tunisie
1229213037313,39,Pakistan
1229213037920,60,Inde
1229213039360,73,Russie
1229213040337,9,Corée du Sud
1229213044108,67,Hollande
1229213046338,27,France
1229213049293,99,Iran
1229213049999,14,Portugal
1229213051913,20,Corée du Sud
1229213054293,36,Russie
1229213057890,16,Egypte
1229213059056,33,Tunisie
1229213061242,48,Angleterre
1229213061250,31,Egypte
1229213061901,32,Egypte
1229213064723,50,Corée du Sud
1229213067084,20,Autriche
1229213068117,23,Espagne
1229213070584,13,Egypte
1229213072965,77,Allemagne
1229213075106,14,Afrique du Sud
1229213076871,51,Egypte
1229213079893,39,Russie
1229213082788,52,Belgique
1229213085253,19,Irlande
1229213086010,22,Angleterre
1229213087829,13,Brésil
1229213090894,27,Pérou
1229213094524,45,Pérou
1229213097393,83,Belgique
1229213098940,66,Japon
1229213102632,15,Iran
1229213104392,89,Egypte
1229213108119,37,Irlande
1229213110860,92,Pays-Bas
1229213114591,16,Brésil
1229213117773,2,Gabon
1229213119757,95,Pakistan
1229213121612,47,Chine
1229213124359,55,Algérie
1229213125508,45,Allemagne
1229213127551,48,Suisse
1229213129181,11,France
1229213131718,40,France
1229213133360,40,Iran
1229213136450,63,France
1229213140118,2,Argentine
1229213142373,69,Gabon
1229213143072,3,Portugal
1229213144571,62,Pakistan
1229213146055,56,Gabon
1229213146919,99,Brésil
1229213150608,19,Italie
1229213153416,0,Chine
1229213156388,5,Etats-Unis
1229213158446,45,Corée du Sud
1229213161217,74,Suède
1229213164696,46,Iran
1229213166487,78,Gabon
1229213169794,72,Japon
1229213172940,48,Russie
1229213175789,79,Argentine
1229213179394,45,Etats-Unis
1229213181702,71,Japon
1229213184643,3,Suède
1229213187098,96,Japon
1229213188058,3,Belgique
1229213189324,48,Afrique du Sud
1229213191092,22,Angleterre
1229213193682,80,Irlande
1229213195543,59,Japon
1229213196218,95,Afrique du Sud
1229213197120,64,Espagne
1229213200708,87,Pérou
1229213203976,16,Allemagne
1229213204564,63,Irlande
1229213205613,97,Belgique
1229213207504,27,Italie
1229213208173,21,Tunisie
1229213212046,15,Russie
1229213213576,67,Angleterre
1229213214227,40,Portugal
1229213214588,2,Japon
1229213218178,8,Finlande
1229213220235,90,Japon
1229213221552,29,Italie
1229213223017,27,Russie
1229213224499,20,Iran
1229213225549,62,Etats-Unis
1229213226503,56,Autriche
1229213230237,36,Finlande
1229213231736,19,Portugal
1229213233498,97,Corée du Sud
1229213236884,78,Angleterre
1229213239121,71,Afrique du Sud
1229213240172,55,Suède
1229213243601,97,Russie
1229213247506,49,Suède
1229213249776,6,Hollande
1229213252074,49,Chine
1229213254991,96,Inde
1229213258796,42,Egypte
1229213261252,49,Belgique
1229213264009,60,Japon
1229213265755,15,Gabon
1229213266574,84,Angleterre
1229213270441,85,Tunisie
1229213270573,84,Angleterre
1229213274334,66,Corée du Sud
1229213278054,7,Afrique du Sud
1229213281321,60,Pérou
1229213283378,8,Pays-Bas
1229213285764,13,Italie
1229213287112,18,Autriche
1229213290270,56,Maroc
1229213291113,59,Italie
1229213291779,37,Belgique
1229213294492,84,France
1229213295261,20,Suède
1229213295607,58,Espagne
1229213296232,2,Etats-Unis
1229213296977,6,Irlande
1229213300461,34,Egypte
1229213302849,63,Pays-Bas
1229213306450,17,Suisse
1229213307200,86,Belgique
1229213308864,14,Algérie
1229213309342,48,Italie
1229213312882,43,Espagne
1229213315597,11,Hollande
1229213319286,44,Corée du Sud
1229213322093,74,Tunisie
1229213324718,80,Corée du Sud
1229213328663,90,Pakistan
1229213330156,88,Algérie
1229213331034,85,Algérie
1229213333333,45,Iran
1229213336682,13,Brésil
1229213339241,44,Pays-Bas
1229213341956,50,Irlande
1229213342322,60,Gabon
1229213344095,39,Corée du Sud
1229213344385,79,Afrique du Sud
1229213345235,40,Maroc
1229213348402,82,Inde
1229213350212,0,Egypte
1229213351122,57,Algérie
1229213352973,48,Japon
1229213354948,60,Pakistan
1229213358691,51,Suède
1229213359508,92,Espagne
1229213363355,37,Corée du Sud
1229213367215,4,France
1229213369119,74,Suède
1229213371628,49,Algérie
1229213373072,52,Finlande
1229213373636,60,Etats-Unis
1229213373675,85,Algérie
1229213374436,28,Argentine
1229213376317,94,Argentine
1229213379683,37,Irlande
1229213383380,75,Russie
1229213385106,50,Iran
1229213386023,67,Inde
1229213387934,33,Egypte
1229213388619,59,Italie
1229213390754,25,Portugal
1229213394347,81,France
1229213396169,2,Pérou
1229213399870,83,Autriche
1229213401770,2,Suède
1229213403784,3,Suisse
1229213406037,74,Belgique
1229213407379,55,Irlande
1229213409991,3,Espagne
1229213413744,51,Algérie
1229213414189,16,Egypte
1229213417486,61,Maroc
1229213419965,88,Irlande
1229213421439,48,Maroc
1229213421468,90,Inde
1229213423521,37,Etats-Unis
1229213426053,52,Inde
1229213429825,54,Finlande
1229213431648,27,Chine
1229213435580,56,Inde
1229213437857,93,Belgique
1229213438551,59,Pays-Bas
1229213440797,77,France
1229213442607,82,Russie
1229213442675,81,Portugal
1229213442762,65,Russie
1229213445858,43,Pays-Bas
1229213447823,21,Irlande
1229213448392,36,Algérie
1229213449448,85,Maroc
1229213451244,51,Autriche
1229213452291,21,Espagne
1229213455165,10,Maroc
1229213455520,10,Tunisie
1229213459384,26,Argentine
1229213461527,17,Chine
1229213462197,90,Suisse
1229213463054,79,Maroc
1229213464056,25,Autriche
1229213466334,8,Espagne
1229213468053,51,Inde
1229213470286,73,Chine
1229213472983,77,Irlande
1229213476853,2,Inde
1229213480552,12,Finlande
1229213484404,99,France
1229213488124,32,Gabon
1229213490833,94,Argentine
1229213491208,14,France
1229213493005,21,Japon
1229213493723,23,Inde
1229213497555,90,Algérie
1229213501139,85,Gabon
1229213502569,68,Allemagne
1229213506382,52,Belgique
1229213506889,93,Afrique du Sud
1229213507463,79,Maroc
1229213511276,44,Suisse
1229213514256,96,Afrique du Sud
1229213516141,68,Iran
1229213518403,97,Brésil
1229213521031,67,Egypte
1229213523243,27,Portugal
1229213525148,88,Allemagne
1229213525239,37,Corée du Sud
1229213525375,6,Suède
1229213525379,68,Allemagne
1229213527011,33,Allemagne
1229213529876,70,Egypte
1229213531373,74,Pérou
1229213532558,52,Afrique du Sud
1229213534560,85,Pérou
1229213534983,83,Etats-Unis
1229213535638,38,Allemagne
1229213539540,47,Maroc
1229213541128,47,Japon
1229213542719,10,Espagne
1229213545189,72,Irlande
1229213548472,70,Autriche
1229213551892,70,Inde
1229213555001,12,Argentine
1229213555752,5,Afrique du Sud
1229213557221,92,Iran
1229213559957,10,Italie
1229213560270,30,Pays-Bas
1229213562206,53,Hollande
1229213562825,99,Corée du Sud
1229213566295,58,Brésil
1229213567193,28,Etats-Unis
1229213568839,1,Inde
1229213569263,43,Russie
1229213571324,29,Portugal
1229213574828,3,Pérou
1229213574906,17,Afrique du Sud
1229213576844,37,Pakistan
1229213577940,16,Angleterre
1229213578921,53,Pakistan
1229213582028,30,Maroc
1229213583274,6,Egypte
1229213585869,0,Autriche
1229213588525,4,Brésil
1229213588629,37,Iran
1229213590786,56,Iran
1229213593072,21,Italie
1229213593199,87,Pérou
1229213593702,9,Egypte
1229213594718,8,France
1229213594862,43,Suède
1229213597158,6,Inde
1229213598688,95,Etats-Unis
1229213600923,95,Suède
1229213603169,77,Tunisie
1229213604363,94,Irlande
1229213606961,60,Pays-Bas
1229213609850,30,Irlande
1229213613067,72,Argentine
1229213616057,1,Italie
1229213619177,81,Brésil
1229213622781,95,Espagne
1229213623827,6,Suisse
1229213624672,43,Espagne
1229213625439,66,Brésil
1229213626750,61,Belgique
1229213630373,64,Hollande
1229213633386,64,Suisse
1229213634738,32,Afrique du Sud
1229213636861,12,Pérou
1229213637317,41,Finlande
1229213639402,67,Chine
1229213641642,94,Suisse
1229213644556,19,Belgique
1229213645696,45,Egypte
1229213647945,69,Espagne
1229213648444,28,Maroc
1229213648647,93,Autriche
1229213648653,30,Belgique
1229213650312,4,Allemagne
1229213654276,68,Pays-Bas
1229213657975,62,Egypte
1229213660371,51,Russie
1229213660899,79,Espagne
1229213661240,84,Corée du Sud
1229213661428,91,Afrique du Sud
1229213664947,23,Egypte
1229213667830,90,Finlande
1229213671275,73,Pakistan
1229213672696,69,Pays-Bas
1229213676030,26,Maroc
1229213678199,35,Inde
1229213680792,57,Russie
1229213683285,6,Irlande
1229213684213,71,Angleterre
1229213686383,56,Chine
1229213688850,29,Pérou
1229213690711,95,Belgique
1229213691984,68,Pakistan
1229213694912,33,Pérou
1229213697375,75,Japon
1229213697385,73,Egypte
1229213698373,24,Autriche
1229213699851,78,Italie
1229213700407,10,Algérie
1229213704195,43,Afrique du Sud
1229213705986,54,Espagne
1229213709224,69,Russie
1229213712399,37,Egypte
1229213714662,86,Hollande
1229213716204,36,Hollande
1229213718628,57,Russie
1229213721326,29,Hollande
1229213723353,7,Japon
1229213726527,99,Tunisie
1229213727995,23,Chine
1229213730654,4,Autriche
1229213732335,35,Pérou
1229213733185,29,Iran
1229213733293,10,Suisse
1229213735862,67,Brésil
1229213737147,77,Etats-Unis
1229213738998,85,Allemagne
1229213742382,3,Egypte
1229213743743,95,Allemagne
1229213745281,76,Suisse
1229213748633,75,Algérie
1229213749406,60,Pays-Bas
1229213750053,16,Autriche
1229213751260,69,Iran
1229213754282,22,Japon
1229213757526,14,Japon
1229213759733,7,Angleterre
1229213763617,51,Russie
1229213765234,19,Russie
1229213765446,30,Brésil
1229213769273,62,Irlande
1229213770130,18,Argentine
1229213770371,88,Chine
1229213772760,92,Suède
1229213774310,50,Pays-Bas
1229213776082,83,Espagne
1229213779115,29,Tunisie
1229213781052,90,Algérie
1229213782186,62,Angleterre
1229213783942,34,Pakistan
1229213787327,42,Belgique
1229213791031,48,Espagne
1229213794536,71,Tunisie
1229213797855,22,Pérou
1229213801387,22,Suisse
1229213803754,14,Angleterre
1229213804215,28,Pérou
1229213806468,54,Argentine
1229213808768,96,Iran
1229213811525,8,Espagne
1229213814000,23,Irlande
1229213815055,28,Maroc
1229213816761,69,Pakistan
1229213817828,46,Suisse
1229213818938,93,Inde
1229213819305,91,Tunisie
1229213822235,70,Maroc
1229213822641,30,Suède
1229213824454,67,Brésil
1229213825043,35,Irlande
1229213825926,52,France
1229213828402,99,Italie
1229213829906,58,Etats-Unis
1229213833749,96,Etats-Unis
1229213834154,78,Suède
1229213834490,13,Tunisie
1229213837424,39,Portugal
1229213839159,53,Italie
1229213839683,74,Iran
1229213841126,84,Corée du Sud
1229213841722,93,Allemagne
1229213843293,90,Allemagne
1229213847039,37,Allemagne
1229213850111,3,Irlande
1229213851176,39,Brésil
1229213852562,81,Portugal
1229213854219,22,Angleterre
1229213855461,8,Pays-Bas
1229213859059,22,Corée du Sud
1229213862420,20,Belgique
1229213862986,85,Allemagne
1229213863623,17,Italie
1229213867586,63,Pays-Bas
1229213869105,19,Portugal
1229213872626,69,Japon
1229213873785,50,Chine
1229213875030,10,Japon
1229213877921,57,Gabon
1229213878579,67,Suède
1229213880574,95,Pakistan
1229213882377,8,Italie
1229213884754,92,Belgique
1229213885568,30,Egypte
1229213889513,26,Inde
1229213891688,78,Corée du Sud
1229213891856,81,Pays-Bas
1229213894631,73,Iran
1229213897211,97,Maroc
1229213898628,31,Japon
1229213902183,72,Algérie
1229213902482,52,Iran
1229213905819,86,Pakistan
1229213906498,3,Autriche
1229213908732,53,Inde
1229213911143,64,Afrique du Sud
1229213914582,75,Corée du Sud
1229213916174,39,Pays-Bas
1229213917587,36,Afrique du Sud
1229213918584,89,Corée du Sud
1229213920529,10,Pérou
1229213922761,42,Suisse
1229213923366,55,Argentine
1229213923866,17,Tunisie
1229213927414,7,Iran
1229213928067,10,Pakistan
1229213929746,0,Suède
1229213932509,63,Suède
1229213935667,68,Chine
1229213936410,4,Etats-Unis
1229213940191,43,Pakistan
1229213942328,42,Gabon
1229213943069,27,Maroc
1229213946380,20,Pakistan
1229213946471,67,Finlande
1229213947157,9,Etats-Unis
1229213949309,82,Inde
1229213950426,38,Russie
1229213954237,9,Pakistan
1229213955905,1,France
1229213959902,60,Inde
1229213963027,86,Hollande
1229213966480,23,Chine
1229213966898,70,Etats-Unis
1229213967089,36,Belgique
1229213968645,12,Iran
1229213970372,54,Japon
1229213972710,30,Hollande
1229213975209,42,Pakistan
1229213975892,28,Pays-Bas
1229213978713,50,Gabon
1229213978836,75,Argentine
1229213980938,51,Corée du Sud
1229213981024,0,Irlande
1229213984414,43,Chine
1229213988288,44,Autriche
1229213990334,90,Autriche
1229213993899,21,Pays-Bas
1229213995013,36,Chine
1229213998807,80,Tunisie
1229214000522,41,Brésil
1229214001931,55,Allemagne
1229214005542,37,Autriche
1229214009177,99,Allemagne
1229214010170,79,Japon
1229214011141,74,Brésil
1229214012708,7,Allemagne
1229214014370,33,Inde
1229214017638,27,Pakistan
1229214020012,81,Chine
1229214022140,92,Maroc
1229214025443,13,Algérie
1229214027434,90,Angleterre
1229214028366,45,Egypte
1229214029247,22,Pakistan
1229214031803,32,Japon
1229214035389,78,Russie
1229214037635,20,Belgique
1229214037808,52,Algérie
1229214038595,44,Autriche
1229214041337,94,Maroc
1229214043365,16,Portugal
1229214045931,60,Pays-Bas
1229214047220,24,Corée du Sud
1229214047268,91,Afrique du Sud
1229214048216,88,Suède
1229214048950,8,Finlande
1229214049314,33,Iran
1229214050081,85,Allemagne
1229214052520,66,Suisse
1229214054741,95,Japon
1229214056440,46,Chine
1229214057651,12,Gabon
1229214057770,99,Pays-Bas
1229214060818,28,Brésil
1229214063646,61,Japon
1229214066041,58,Irlande
1229214069477,95,Pakistan
1229214073144,65,Argentine
1229214075876,87,Belgique
1229214076797,1,Iran
1229214077506,29,Pérou
1229214079725,87,Hollande
1229214081913,66,Tunisie
1229214082023,18,Suède
1229214085323,59,Suisse
1229214087014,58,Afrique du Sud
1229214088876,86,Suède
1229214091897,41,Corée du Sud
1229214092418,15,Etats-Unis
1229214095746,69,Algérie
1229214097002,93,Brésil
1229214097744,76,Maroc
1229214100985,95,Espagne
1229214104252,9,Argentine
1229214107925,53,Suède
1229214110485,71,Allemagne
1229214113652,2,France
1229214114351,50,Belgique
1229214117166,13,Tunisie
1229214120617,22,Chine
1229214123857,25,Japon
1229214126741,71,Angleterre
1229214130430,7,Portugal
1229214130663,46,Pays-Bas
1229214131899,39,Finlande
1229214133988,58,Hollande
1229214134549,17,Tunisie
1229214137028,22,Angleterre
1229214139555,62,Maroc
1229214139892,28,Afrique du Sud
1229214140950,33,France
1229214144250,49,Allemagne
1229214146209,84,Italie
1229214146642,8,Suisse
1229214146737,92,Algérie
1229214147743,89,Tunisie
1229214147839,25,Argentine
1229214151381,55,Iran
1229214153218,12,Italie
1229214153727,52,Egypte
1229214156618,48,Pays-Bas
1229214159903,80,Espagne
1229214163118,95,Corée du Sud
1229214164955,44,Italie
1229214168711,76,Espagne
1229214171296,97,Espagne
1229214171320,96,Etats-Unis
1229214174397,26,Angleterre
1229214176511,58,Italie
1229214176783,81,Chine
1229214176853,3,Hollande
1229214179587,71,Espagne
1229214180029,92,Italie
1229214182008,91,Belgique
1229214182058,86,Inde
1229214184995,29,Finlande
1229214185159,65,Portugal
1229214187455,48,Autriche
1229214190476,66,Angleterre
1229214192837,93,France
1229214195316,72,Brésil
1229214197514,21,Chine
1229214199254,89,Brésil
1229214203191,2,Allemagne
1229214205390,59,Suisse
1229214208330,60,Finlande
1229214211319,74,Japon
1229214213881,11,Pays-Bas
1229214217020,46,Pakistan
1229214220730,56,Autriche
1229214220884,87,Algérie
1229214223425,43,Belgique
1229214223766,33,Portugal
1229214226556,53,Suisse
1229214228815,76,Pakistan
1229214229720,78,Pakistan
1229214231867,11,Maroc
1229214233534,54,Autriche
1229214237327,51,Italie
1229214240551,44,Chine
1229214242386,0,Russie
1229214244747,61,Hollande
1229214246169,73,Angleterre
1229214249676,65,Chine
1229214253622,62,Japon
1229214257539,13,Pakistan
1229214258411,47,Egypte
1229214258707,19,Hollande
1229214259303,80,Tunisie
1229214259642,7,Afrique du Sud
1229214260486,50,Egypte
1229214263834,64,Egypte
1229214264481,3,Afrique du Sud
1229214264638,0,Egypte
1229214267574,2,Maroc
1229214269888,69,Tunisie
1229214272962,87,Japon
1229214275596,39,Pays-Bas
1229214279565,89,Etats-Unis
1229214282229,80,Egypte
1229214283952,62,Pérou
1229214285089,82,Hollande
1229214287197,49,Portugal
1229214288822,79,Pays-Bas
1229214291564,45,Suède
1229214295165,0,Iran
1229214297694,96,Gabon
1229214298578,21,Egypte
1229214298923,52,Suisse
1229214301642,61,Angleterre
1229214302364,93,Argentine
1229214304947,69,Chine
1229214306550,80,Corée du Sud
1229214307560,83,Corée du Sud
1229214308201,64,Pays-Bas
